"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65"
"SAN FRANCISCO DE ASIS";"730551";"SAN FRANCISCO DE ASIS";"30";"CULLERA";"7";"PROLONGACION CALLE COLON,S/N";"15";"46400";"961721206";"DIEGIFERRANDIZ@HOTMAIL.COM";;"1";"11";"12";;;"2";"JUEVES DE 17,30 A 19H";"58";"138";"80";"116";"18";"785";"234";"3";;;;;"1";"6413";;"4572";"517";"1325";"3000";"3125";"3000";;;;;"21952";"5786";"1766";"3586";"148";"3657";"321";"3000";;;"517";"1325";;;"200";;"20306";;;"219";"2013"
"SANTOS JUANES";"730552";"SANTOS JUANES";"30";"CULLERA";"7";"PL.IGLESIA,2";"15";"46400";"961720106";"PARROQUIA@SANTOSJUANES.COM";;"2";"13";"15";;;"1";"LUNES DE 17,30 A 19,30H
MIERCOLES DE 17,30 A 19,30H
VERNES DE 17,30 A 19,30H";"32";"87";"53";"66";;"349";"101";;;;;;"1";"5275";"2245";"8577";"665";"870";"3900";"4163";;;;;"1724";"27419";"4692";"843";"5042";"1325";"4434";"1540";"951";"31";"260";"665";"870";;;;"20";"20673";;;"219";"2013"
"SANGRE DE CRISTO";"730553";"SANGRE DE CRISTO";"30";"CULLERA";"7";"VALENCIA,35";"15";"46400";"620148831";;;"1";"4";"5";;;"2";"LUNES DE 20 A 22H";"17";"76";"15";"78";"52";"286";"97";;;;;"1";"1";"788";;"3782";"100";;"1000";"2586";;;;;;"8256";"2877";"742";"3576";"1276";"476";;;;;"100";;;;;;"9047";;;"219";"2013"
"SAN ANDRES APOSTOL";"731555";"SAN ANDRES APOSTOL";"31";"L'ALCUDIA";"7";"PL.IGLESIA-1";"14";"46250";"962997763";"SANTANDREUAP@GMAIL.COM";;"21";"40";"61";"1";;"7";"MIERCOLES DE 19 A 20,30H";"53";"111";"77";"87";"41";"631";"21";"4";;;;"1";"1";"2970";"1745";"8285";;;"3000";;;;"4125";"1000";"14981";"36106";"1784";;"29558";"700";"944";;;;"1441";;;;;;"216";"34643";;;"219";"2013"
"SAN ANTONIO ABAD";"731556";"SAN ANTONIO ABAD";"31";"ALGINET";"7";"PL.CONSTITUCION,3";"14";"46230";"961751482";;;"6";"20";"26";;;"4";"JUEVES DE 17 A 19H";"42";"96";"39";"99";"42";"414";"210";"2";"1";;;;;"2302";"2654";"4991";;;;"2250";;"1200";"1500";"570";"3375";"18842";;"6835";"11205";;;;;;"2129";;;;;;"2066";"22235";;;"219";"2013"
"PURISIMA CONCEPCIÓN";"731557";"PURISIMA CONCEPCIÓN";"31";"BENIMODO";"7";"PL.SAN BERNARDO 2";"14";"46291";;;;;"6";;;;;"VIERNES DE 18 A 19H";"12";"21";"17";"16";"11";"122";"54";;;;"1";"1";"1";"1262";;"2227";"208";;;;;;;;;"3697";"134";"1894";;"60";"65";;;;;"208";;;;"100";;"2461";;;"219";"2013"
"ASUNCION DE NTRA.SRA.";"731558";"ASUNCION DE NTRA.SRA.";"31";"CARLET";"7";"MAESTRO MARTÍNEZ, 1";"14";"46240";"962531129";"PPRIBESPEREA@HOTMAIL.COM";;"4";"33";"37";;"2";"2";"MIERCOLES DE 10 A 11,30H";"20";"50";"40";"30";"28";"1300";"250";"10";"1";"1";;;"1";"1850";"2918";"7635";"800";;;;;"9222";"1000";"3515";"10013";"36953";"179";;"12560";"202";"520";"12163";;;;"800";;;;"1106";"723";"28253";;;"219";"2013"
"SAN JOSE - CARLET";"731559";"SAN JOSE - CARLET";"31";"CARLET";"7";"COLON,50";"14";"46240";"962590106";;;;"10";"10";;;;"LUNES DE 12,30 A 13 HASTA FINALIZAR";"20";"100";"73";"45";"30";"500";;;;;;"1";"1";"2085";"1790";"8270";"510";;;;;;;;;"12655";"671";"623";"2712";"614";"2042";"3630";;;;"510";;;;;"600";"11402";;;"219";"2013"
"SAN VICENTE MARTIR";"731560";"SAN VICENTE MARTIR";"31";"GUADASUAR";"7";"SALVADOR MAIQUES,44";"14";"46610";"962570164";;;"7";"3";"10";;;"2";"ULTIMO JUEVES DEL MES";"15";"41";"23";"33";;"168";;;"1";;;;"1";"8466";;"500";;;;;;;;;;"8966";;;;;"8966";;;;;;;;;;;"8966";;;"219";"2013"
"SAN JAIME APOSTOL";"731562";"SAN JAIME APOSTOL";"31";"ALFARP";"7";"PL.IGLESIA,3";"14";"46197";"9625550037";;;;"5";"5";;;;"LUNES DE 19 A 20H";"8";"5";"4";"9";"10";"32";"6";;;;;;;;;;"181";;;;;;;;;"181";;;;;;;;;;"181";;;;;;"181";;;"219";"2013"
"SAN PEDRO APÓSTOL";"731563";"SAN PEDRO APÓSTOL";"31";"CATADAU";"7";"PL.MAYOR,S/N";"14";"46196";"962552237";;;;"9";;;;"4";"JUEVES DE 17 A 19H";"9";"46";"23";"32";"4";"216";"84";;;;;;;;;;"295";;;;;;;;;"295";;;;;;;;;;"295";;;;;;"295";;;"219";"2013"
"NTRA.SRA.DEL ROSARIO";"731564";"NTRA.SRA.DEL ROSARIO";"31";"DOS AGUAS";"7";"PL.IGLESIA,S/N";"12";"46198";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA CRUZ";"731565";"SANTA CRUZ";"31";"LLOMBAI";"7";"PL.IGLESIA,S/N";"14";"46195";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA. SRA.";"731566";"ASUNCION DE NTRA. SRA.";"31";"MONSERRAT";"7";"PL.IGLESIA,1";"14";"46192";"962999233";;;"2";"12";;;;"3";"MIERCOLES DE 9 A 11H";"6";"14";"8";"22";"24";"160";;;;;;"1";;"1918";;"2321";"350";;"800";;;"1500";"600";;"496";"7985";"2589";"6165";;;;"195";;;"241";"350";;;;;"113";"9653";;;"219";"2013"
"SAN BARTOLOME APOSTOL";"731567";"SAN BARTOLOME APOSTOL";"31";"MONTROY";"7";"PL. PAIS VALENCIANO,1";"14";"46193";"657808275";;;;"5";"5";;;;;"5";"18";"4";"19";"8";"63";"18";;;;;;;"1300";;"959";;;;;;;;;;"2259";;"2032";;;;;;;;;;;;;;"2032";;;"219";"2013"
"SAN PEDRO APOSTOL";"731568";"SAN PEDRO APOSTOL";"31";"REAL DE MONTROY";"7";"MAYOR,S/N";"14";"46194";"962555532";;;;"6";;;;;"2º MIERCOLES DE MES";"2";"4";"1";"5";"5";"26";"12";;;;;;"1";"1122";;"307";;;;;;;;;"567";"1996";"258";"100";;;;"45";;;;;;;;;;"403";;;"219";"2013"
"SAN PEDRO APOSTOL";"730569";"SAN PEDRO APOSTOL";"30";"ALBALAT DE LA RIBERA";"7";"PL.DE LA CORT,6";"15";"46687";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN BARTOLOME APOSTOL";"731570";"SAN BARTOLOME APOSTOL";"31";"ALMUSSAFES";"7";"PL.MAJOR,7";"15";"46400";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN PEDRO APOSTOL";"731571";"SAN PEDRO APOSTOL";"31";"BENIFAIO";"7";"ABADIA,";"14";"46450";"961780249";;;"2";"27";"29";;;;"LUNES DE 19 A 20,30H";"163";"414";"232";"345";"47";"1776";"713";"1";"1";"1";"1";"1";"1";"5985";"403";"3841";"2471";;"840";;;"1000";;"475";"1616";"16631";"1192";"12531";;"61";"152";;;;"662";"1530";"300";;;;"72";"16500";;;"219";"2013"
"SANTA MARIA MAGDALENA";"731573";"SANTA MARIA MAGDALENA";"31";"SOLLANA";"7";"SUECA,2";"15";"46430";"961740913";;;"5";"4";"9";;;;"JUEVES DE 12 A 13H";"5";"25";"7";"23";"8";"65";"34";;;;;;;"458";"507";"2018";"780";"1007";;;;;;;"1492";"6262";"226";"4400";;;;"50";;;;"780";"1007";;;;;"6463";;;"219";"2013"
"NTRA.SRA.DE LORETO";"833574";"NTRA.SRA.DE LORETO";"33";"ADOR";"8";"PL.SAN FRANCISCO DE BORJA,1";"16";"46724";"962808082";;;;"2";"2";;;;"1º LUNES DE CADA MES";"2";"8";"6";"4";"4";"30";"14";;"1";;"1";"1";"1";"109";"295";"1111";"159";"400";"145";"200";;"310";"160";;"414";"3303";"1135";"608";;;"141";;;;;"145";"400";;;;;"2429";;;"219";"2013"
"NTR.SRA.DEL ROSARIO";"833575";"NTR.SRA.DEL ROSARIO";"33";"ALFAUIR";"8";"MAYOR,SS/N";"16";"46725";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NATIVIDAD DE NTRA.SRA.";"833576";"NATIVIDAD DE NTRA.SRA.";"33";"ALMISERA";"8";"PL.DE MONRUBIO,1";"16";"46726";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JAIME APOSTOL";"832577";"SAN JAIME APOSTOL";"32";"ALMOINES";"8";"SAN JAIME,1";"16";"46723";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JUAN BAUTISTA";"832578";"SAN JUAN BAUTISTA";"32";"BENIARJO";"8";"PL.AUSIAS MARCH,S/N";"16";"46722";"962800371";;;"1";"4";"5";;;"2";"LUNES DE 15,30 A 17H";"3";"15";"4";"14";"2";"58";"22";;;;;;;;;"145";;;;"180";;;;"150";"852";"1327";"180";"189";;;;;;;;;;;;;;"369";;;"219";"2013"
"SAN JAIME APOSTOL";"833579";"SAN JAIME APOSTOL";"33";"CASTELLONET";"8";"PL.IGLESIA,1";"16";"46726";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN ROQUE";"833580";"SAN ROQUE";"33";"LLOC NOU DE SAN JERONI";"8";"PL.LA SAFOR,1";"16";"46726";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN MIGUEL ARCANGEL";"833581";"SAN MIGUEL ARCANGEL";"33";"PALMA DE GAND.";"8";"L'ESGLESIA,2";"16";"46724";"962808082";;;"5";"10";"15";;"1";;;"15";;"7";"8";"4";"35";"17";;;;;;;"580";;"1020";"150";;;;;"905";;;;"2655";;;;;;;;;;;"500";;"400";"160";"400";"1460";;;"219";"2013"
"SANTOS JUANES";"832582";"SANTOS JUANES";"32";"POTRIES";"8";"PL.IGLESIA,1";"16";"46721";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"VISITACION DE NTRA.SRA.";"833583";"VISITACION DE NTRA.SRA.";"33";"REAL DE GANDIA";"8";"BEATO CARMELO,S/N";"16";"46727";"962869740";;;"1";"3";"4";;;;;"4";"12";"1";"11";"16";"46";"21";;;;;;;"1680";;"1605";;;;;;;;;;"3285";;"2239";;;"54";"70";;;;;;;;;;"2363";;;"219";"2013"
"SAN BARTOLOME APOSTOL";"833584";"SAN BARTOLOME APOSTOL";"33";"ROTOVA";"8";"MAYOR,S/N";"16";"46725";"962835344";"VJOROZCO@HOTMAIL.COM";;;"1";;;;;"TODOS LOS DIAS Y A TODAS HORAS";"1";"1";;"2";"1";"6";"2";;;;;;;;;"1070";"124";;;;;;;;"792";"1986";"400";"500";;;;"70";;;;"124";;;;;"792";"1886";;;"219";"2013"
"SANTOS REYES";"832585";"SANTOS REYES";"32";"VILLALONGA";"8";"PL.SEÑORIA,1";"16";"46720";"9628005201";;;;"4";"4";;;;"MARTES ALTERNOS DE 18,30 A 20,30H";"8";"24";"11";"21";"12";"104";"30";"4";"1";;;;;"1695";"280";"660";"487";"723";"250";"179";;"2500";;"300";"3714";"10788";"2689";"4207";;"297";;;;;;"487";"723";;;;"1407";"9810";;;"219";"2013"
"SANTOS PEDRO Y PABLO";"832586";"SANTOS PEDRO Y PABLO";"32";"L'ALQUERIA DE LA COMTESSA";"8";"MARTIRESS,5";"16";"46715";"68768430";"ERNEST@HOTMAIL.COM";;"3";"7";"10";;;;"MARTES DE 17 A 18H";;"12";"8";"4";"1";"47";"19";;;;;"1";;;;"257";"211";"700";;;;;;"300";"484";"1952";"200";"2000";;;;;;;;"211";"700";;;;;"3111";;;"219";"2013"
"SAN MIGUEL ARCANGEL";"832587";"SAN MIGUEL ARCANGEL";"32";"BELLREGUARD";"8";"ABADIA,34";"16";"46713";"962806024";;;"5";"18";"23";;;"3";"QUINCENAL DE 17 A 19H";"11";"31";"15";"27";"6";"138";"61";"4";"1";"1";"1";;"1";"355";"345";"1307";"475";"1700";;"180";;;;;;"4362";;"2473";;"15";"520";;;;"120";"475";"1700";;;;;"5303";;;"219";"2013"
"SAN ANTONINO MARTIR";"832588";"SAN ANTONINO MARTIR";"32";"LA FONT D'EN CARROS";"8";"PUJADA DEL CRIST, 14-16";"16";"46717";"962833436/962833455";"MARCOSSENABRE@HOTMAIL.COM";;"2";"8";;;"1";;"LUNES DE 10 A 12H";"20";"36";"16";"40";"23";"171";"69";"22";;;;;"1";"960";;"165";;;"180";"2490";;"2000";;;"300";"6095";"110";"2453";;"432";"880";"1100";;;;;;;;;"400";"5375";;;"219";"2013"
"ASUNCION DE NTRA.SRA.";"832589";"ASUNCION DE NTRA.SRA.";"32";"OLIVA";"8";"IGLESIA,11";"16";"46780";"669843471";"FDERCREMADES@GMAIL.COM";;"5";"14";"19";"1";"2";"2";"LUNES DE 16,30 A 18,30H";"14";"52";"41";"25";"30";"152";"25";"5";"1";;"1";;;;"1155";"2676";"2189";;;;;;;"191";"2189";"8400";"734";;"843";"301";;;;;"610";"2189";"500";;;"1335";;"6512";;;"219";"2013"
"SAN FRANCISCO DE ASIS";"832590";"SAN FRANCISCO DE ASIS";"32";"OLIVA";"8";"RINCONADA ERMITAS,17";"16";"46780";"962963383";"MARCOS.COBELLA@GMAIL.COM";;"4";"14";"18";"1";;"5";"miercoles de 15 a 17,30h";"25";"80";"75";"25";"25";"150";"15";"10";;;;"1";"1";;;"2500";"1000";"2700";;;;;"400";;;"6600";"600";"2370";;"200";;"1500";;;"2000";"1000";;;;;;"7670";;;"219";"2013"
"SAN ROQUE";"832591";"SAN ROQUE";"32";"OLIVA";"8";"ABADIA,16";"16";"46780";"669443086";;;"6";"9";"15";"1";"3";"1";"MARTES DE 15,30 A 17H
JUEVES DE 10 A 12H";"8";"97";"12";"93";"56";"418";"179";"12";;;"1";"1";"1";"1910";"3900";"4524";"1211";;"400";"13777";;;"4000";;"1814";"31536";"5974";"3890";"4000";"1213";"7806";"8344";;;"1490";"1000";"500";;;"300";"705";"35222";;;"219";"2013"
"PURISIMA CONCEPCION";"832592";"PURISIMA CONCEPCION";"32";"PALMERA";"8";"IGLESIA,S/N";"16";"46714";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA BARBARA";"832593";"SANTA BARBARA";"32";"PILES";"8";"CARRER NOU,31";"16";"46712";"687684301";"ERNEST8261@HOTMAIL.COM";;"2";"9";"11";;;;;"5";"21";"13";"13";"4";"80";"37";;;;;"1";"1";;;"973";"201";"500";"740";"90";;"800";"600";"300";"435";"4639";"1230";"4000";;;;"250";;;;"201";"500";;;;;"6181";;;"219";"2013"
"S.ANTONIO DE PADUA Y S.DIEGO DE ALCALA";"833594";"S.ANTONIO DE PADUA Y S.DIEGO DE ALCALA";"33";"RAFELCOFER";"8";"MAYOR,25";"16";"46716";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN LORENZO MARTIR";"833595";"SAN LORENZO MARTIR";"33";"BENIRREDRA";"8";"PL.ESPAÑA,4";"16";"46700";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN PEDRO APOSTOL";"832596";"SAN PEDRO APOSTOL";"32";"DAIMUS";"8";"PL.REY EN JAUME I,S/N";"16";"46710";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA ANA";"833597";"SANTA ANA";"33";"GANDIA-Bº DE NAZARET";"8";"SANTA ANA,3";"16";"46701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA.SRA.(COLEGIATA)";"833598";"ASUNCION DE NTRA.SRA.(COLEGIATA)";"33";"GANDIA";"8";"PL.CONSTITUCION,1";"16";"46700";"962871951";;"http://www.colegiatagandia.org/";"11";"23";"34";;"5";"1";"TODOS LOS JUEVES DE 18 A 20H";"11";"27";"15";"23";"6";"112";"38";"1";"Sí";"1";;"1";;;"1360";"4707";"850";;;;;;;;"10039";"16956";"1250";;"2071";;;;"1440";;"143";"850";;;;;"8000";"13754";;;"219";"2013"
"CRISTO REY";"833599";"CRISTO REY";"33";"GANDIA";"8";"REPUBLICA ARGENTINA,51";"16";"46700";"962864127";"CRISTOREYGANDIA@YAHOO.ES";;"3";"5";"8";"2";;"2";"LUNES DE 17,30 A 19,30H";"85";"246";"135";"196";"75";"1162";"387";"3";;;;"1";"1";"4146";"3915";"1763";"915";"1442";;"1375";;"670";;;"2131";"16357";"12181";"1792";"5061";"854";"2480";"2453";"945";;"193";"915";;;;;"480";"27354";;;"219";"2013"
"SAN CRISTOBAL MARTIR";"833600";"SAN CRISTOBAL MARTIR";"33";"GANDIA";"8";"CAYETANO GARCIA,1";"16";"46700";"96286370";;;;"5";"5";;"4";"1";"MARTES DE 18 A 19H";"17";"44";"36";"25";"27";"174";"72";;"Sí";;;;;;;;;;;;;;;;"1247";"1247";;;;;;;;;;;;;;;;;;;"219";"2013"
"SAGRADA FAMILIA";"833601";"SAGRADA FAMILIA";"33";"GANDIA";"8";"TIRSO DE MOLINA,17";"16";"46700";"962866815";"SAFAGANDIA@HOTMAIL.COM";;"1";"4";"5";;"1";"1";"MIERCOLES DE 18 A 19H";"15";"80";"33";"62";"31";"291";"135";"2";"Sí";;;"1";"1";"2315";;"120";"395";;;;"150";;;;;"2980";"214";"256";;;;"150";"1800";"48";"295";;;;;;"302";"3065";;;"219";"2013"
"SAN FRANCISCO DE BORJA";"833602";"SAN FRANCISCO DE BORJA";"33";"GANDIA";"8";"PASSEIG DE LES GERMANIES,100";"16";"46700";"962879487";"SFB500@GMAIL.COM";;"8";"5";"13";;;"2";"LOS MIERCOLES DESDE LAS 19H";"16";"59";"56";"19";"24";"248";"59";;;;;;"1";"1783";;"3405";"561";"600";;;;;;;"429";"6778";"264";"1279";;"314";"44";"131";"2400";"17";"561";"600";;;;;"440";"6050";;;"219";"2013"
"SAN JOSE";"833603";"SAN JOSE";"33";"GANDIA";"8";"PL.SAN JOSE,1";"16";"46700";;;;;"5";"5";;;;"JUEVES DE 18 A 19H";"15";"41";"26";"30";"28";"112";"50";;;"1";"1";;;;;"100";;"1159";;;"657";;;;;"1916";"65";;;;;;;;"35";"657";"1159";;;;;"1916";;;"219";"2013"
"SANTA MARIA MAGDALENA";"833604";"SANTA MARIA MAGDALENA";"33";"GANDIA";"8";"PL.DE CAMPANAR,7";"16";"46700";"962860756";;;"2";"0";"2";;;;"LUNES Y MIERCOLES DE 19 A 21H";"15";"115";"40";"90";"10";"390";"120";;;;;;;;;"7000";"120";;;;;;;;;"7120";;"7000";;;;;;;;"120";;;;;;"7120";;;"219";"2013"
"SAN NICOLAS DE BARI";"833606";"SAN NICOLAS DE BARI";"33";"GANDIA-GRAO";"8";"ACVD.DE LA PAZ,2";"16";"46730";;;;"2";"10";"12";;;"1";"VIERNES DE 17,30 A 19,30H";"20";"60";"30";"50";"20";"320";"100";;;;;"1";"1";"6000";;"1000";"2860";;;"497";;;;;"1500";"11857";"5894";;"2400";;;"206";;;;"2860";;;;;;"11360";;;"219";"2013"
"SAN ANDRES APOSTOL";"832608";"SAN ANDRES APOSTOL";"32";"MIRAMAR";"8";"PL.IGLESIA,S/N";"16";"46711";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN MIGUEL ARCANGEL";"833609";"SAN MIGUEL ARCANGEL";"33";"BARX";"8";"PL.L'ESGLESIA,1";"16";"46758";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JUAN EVANGELISTA";"833610";"SAN JUAN EVANGELISTA";"33";"BENIFAIRO DE LA VALLDIGNA";"8";"PL PAIS VALENCIA, nº 11";"16";"46791";"9623810405";;;"1";"9";"10";;;;"JUEVES DE 17 A 19H";"1";"6";"6";"5";"4";"30";;"3";"Sí";;;"1";"1";;"260";"1635";"2125";;"612";;;;;;;"4632";;"1133";;"200";"612";"54";;;;"2125";;;;;"1600";"5724";;;"219";"2013"
"SAN MIGUEL ARCANGEL";"833611";"SAN MIGUEL ARCANGEL";"33";"SIMAT DE LA VALLDIGNA";"8";"PL.ABADIA,1";"16";"46750";"962810177";"AMESTRE48@YAHOO.ES";;"1";"10";"11";;;"2";;"7";"23";"18";"12";"4";"70";"12";;;;"1";"1";"1";"847";;"1622";"465";"750";"1800";;;"1200";;;;"6684";;"1730";;"185";;;;;;"465";"750";;;;"2100";"5230";;;"219";"2013"
"SAN PEDRO APOSTOL";"833614";"SAN PEDRO APOSTOL";"33";"TAVERNES DE LA VALLDIGNA";"8";"PL.L'ESGLESIA,22";"16";"46760";"962821447";"CARITAS.SANPERE.TAVERNES@GMAIL.COM";;"11";"24";"35";"1";"1";;"MARTES DE 10 A 12H
VIERNS DE 17 A 20H";"169";"275";"206";"138";"55";"1215";"700";"6";;;;"1";;;;"5036";"1362";;"720";;;;;;"8577";"15695";"2686";"58";;"652";"4666";;"55";;;"1362";;;;;"5717";"15196";;;"219";"2013"
"NTRA.SRA.DE LA ENCARNACION";"833615";"NTRA.SRA.DE LA ENCARNACION";"33";"XERACO";"8";"GANDIA,2";"16";"46770";"962890030";"LLAURICONCEP@HOTMAIL.COM";;"2";"2";"4";;"1";"1";"MARTES";"1";"7";"9";"1";"10";"29";"8";;"Sí";"1";"1";;;;;"503";;;;;;;;;;"503";;"24";;"74";;;;;"29";;;;;;;"127";;;"219";"2013"
"SAN ANTONIO DE PADUA";"833616";"SAN ANTONIO DE PADUA";"33";"XERESA";"8";"MAJOR, 22";"16";"46790";"677948072";"FERARFER@MSN.COM";;"4";"2";"6";;"1";;;"2";"8";"1";"9";;"20";"5";;;;;;"1";"4000";;"1100";"400";;;;;;;;;"5500";"500";"4000";;"300";;"300";;;;"400";;;;;;"5500";;;"219";"2013"
"SAN JUAN BAUTISTA";"834617";"SAN JUAN BAUTISTA";"34";"BENIARBEIG(Alacant)";"8";"SAN ROQUE,8";"13";"3778";"965766590";;;"1";"12";"13";;;;;"4";"10";"6";"8";"3";"44";"13";;;;;;;"1412";;"310";"132";;;;;;;;"534";"2388";;"813";;"30";;;;;"261";"132";;;;;"40";"1276";;;"219";"2013"
"SANTISIMA SANGRE";"834618";"SANTISIMA SANGRE";"34";"BENIDOLEIG(Alacant)";"8";"PL.VICENTE BALLESTER,1";"13";"3759";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"JESUS POBRE";"834619";"JESUS POBRE";"34";"DENIA";"8";"PL.DEL CONVENT,1";"13";"3700";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA.DE LA ASUNCION";"834620";"NTRA.SRA.DE LA ASUNCION";"34";"DENIA";"8";"PL.CAIDOS,S/N";"13";"3700";;;;"2";"15";"17";;;"5";"MARTES Y JUEVES DE 18 A 19H";"23";"77";"51";"49";"58";"299";;;;;"1";"1";;;;"1986";"700";;;"497";;;;;"1408";"4591";"3345";;;"546";;;;;;"700";;;;;;"4591";;;"219";"2013"
"SAN ANTONIO DE PADUA";"834621";"SAN ANTONIO DE PADUA";"34";"DENIA";"8";"PL.CONVENT,3";"13";"3700";"965780978";"sanantoniodenia@hotmail.com";;"6";"21";"27";;"2";"6";"LUNES DE 18 A 20H";"49";"94";"65";"78";"51";"447";"177";"6";;;"1";;"1";"3508";"3384";"120";"712";"1960";;;;;;;;"9684";"2187";"315";;"651";"2048";"483";"1000";;"228";"712";"1960";;;;;"9584";;;"219";"2013"
"SAN MIGUEL ARCANGEL";"834623";"SAN MIGUEL ARCANGEL";"34";"DENIA";"8";"AVD.MONTGO,7";"13";"3700";"607359933";"parroquiasanmiguel@telefonica.net";;"3";"17";"20";;;"5";"VIERNES DE  18,30 a 21h";"34";"67";"61";"40";"43";"310";"115";;"Sí";;;"1";"1";"1668";;"1225";"200";;;;"1343";;;;;"4436";"1412";"241";;"197";;"1020";;;;"200";;;;;;"3070";;;"219";"2013"
"SAN MATEO APOSTOL";"834623";"SAN MATEO APOSTOL";"34";"LA XARA";"8";"vd.oeste,s/n";"13";"3700";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"DIVINO SALVADOR";"834624";"DIVINO SALVADOR";"34";"ELS POBLETS(SETLA-MIRARROSA)(Alacant)";"8";"PL.SALVADOR,S/N";"13";"3779";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN MIGUEL ARCANGEL";"834625";"SAN MIGUEL ARCANGEL";"34";"GATA DE GORGOS";"8";"PL.IGLESIA,17";"13";"3740";"965756010";;;"2";"9";"11";"1";;;"MARTES CADA QUINCE DIAS DE 19,30 A 21,30H";"4";"25";"19";"10";"10";"120";"45";;"Sí";;;;;;;"1800";"1015";;;;;;;;"1735";"4550";;"615";;"12";;"20";;;;"1015";;;;;"1110";"2772";;;"219";"2013"
"SANTA ANA";"834626";"SANTA ANA";"34";"ONDARA(Alacant)";"8";"IGLESIA,7";"13";"3760";"966476714/630014287";;;"10";"25";"35";"4";;;"JUEVES";"10";"60";"25";"45";"30";"215";"90";"2";;;;;;;;"1400";;;;;;;;;;"1400";;;;;;"100";;;"200";;;;;"900";;"1200";;;"219";"2013"
"SANTA CRUZ";"834627";"SANTA CRUZ";"34";"PEDREGUER(Alacant)";"8";"PL.MAYOR,22";"13";"3750";"965760579";"CPONSROCHER@HOTMAIL.COM";;"5";"18";"23";"2";;;"4 DIAS AL MES EN LA OFICINA PARROQUIAL. EL HORARIO ESTA EN LA PUERTA DE LA OFICINA.";"39";"74";"61";"52";"26";"395";"160";"2";;"1";"1";;"1";"5950";;"1490";"598";"623";;;;"7000";;;"4800";"20461";"4650";"9080";;"675";"1900";"525";;;"1200";"599";"623";;"700";;;"19952";;;"219";"2013"
"SANTA ANA";"834628";"SANTA ANA";"34";"SANET Y NEGRALS(Alacant)";"8";"DOCTOR TOMAS MUT, S/N";"13";"3769";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA.DEL ROSARIO";"834629";"NTRA.SRA.DEL ROSARIO";"34";"VERGEL (Alacant)";"8";"Major, 1";"13";"3770";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
